"A","B","C","degree","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
5,6,1,3,0,0.0074,302.7,-2e-04,2.337,0.027,2.365
5,6,10,3,0,0.0084,301.1,-2e-04,2.341,0.015,2.361
5,6,100,3,0,0.0071,300.5,-2e-04,2.374,0.009,2.388
5,6,1000,3,0,0.0078,301.5,-2e-04,2.393,0.029,2.43
5,6,10000,3,0,0.0081,310.8,-2e-04,2.44,0.016,2.457
5,6,1,4,0,0.0098,464.1,0,3.343,0.055,3.396
5,6,10,4,0,0.0102,468.7,0,3.369,0.02,3.401
5,6,100,4,0,0.0091,466.8,0,3.396,0.036,3.451
5,6,1000,4,0,0.0113,468.8,0,3.344,0.017,3.36
5,6,10000,4,0,0.0112,463.7,0,3.327,0.008,3.353
5,6,1,5,0,0.013,575.8,0,3.642,0.017,3.662
5,6,10,5,0,0.0127,568.4,0,3.52,0.027,3.555
5,6,100,5,0,0.0131,577,0,3.497,0.019,3.527
5,6,1000,5,0,0.0127,581,0,2.87,0.02,2.89
5,6,10000,5,0,0.0118,579.4,0,2.148,0.013,2.162
5,7,1,1,1e-04,0.0084,52.5,-3.499,0.989,0.009,0.999
5,7,10,1,0,0.0074,50.1,-3.204,0.981,0.009,0.992
5,7,100,1,0,0.01,51.5,-4.2029,0.989,0.008,0.996
5,7,1000,1,0,0.0087,53.6,-3.9662,1.017,0.009,1.03
5,7,10000,1,0,0.0081,51.3,-4.108,0.985,0.011,0.998
5,7,1,2,0,0.0039,182.5,-0.0091,1.543,0.007,1.551
5,7,10,2,0,0.0036,183.8,-0.009,1.535,0.004,1.543
5,7,100,2,0,0.0029,187.3,-0.0091,1.575,0.008,1.583
5,7,1000,2,0,0.0026,183,-0.0089,1.712,0.005,1.721
5,7,10000,2,0,0.0034,178.6,-0.0091,1.658,0.014,1.673
5,7,1,3,0,0.002,304.3,-1e-04,2.399,0.015,2.414
5,7,10,3,0,0.0023,314.4,-1e-04,2.465,0.017,2.484
5,7,100,3,0,0.0022,308.2,-1e-04,2.392,0.011,2.415
5,7,1000,3,0,0.0022,305.5,-1e-04,2.412,0.003,2.422
5,7,10000,3,0,0.0024,310.4,-1e-04,2.437,0.009,2.449
5,7,1,4,0,0.0059,499.2,0,3.552,0.043,3.598
5,7,10,4,0,0.0043,496.3,0,3.603,0.022,3.625
5,7,100,4,0,0.0044,502.6,0,3.652,0.019,3.672
5,7,1000,4,0,0.0047,502.9,0,3.569,0.037,3.613
5,7,10000,4,0,0.0049,496,0,3.453,0.022,3.48
5,7,1,5,0,0.0082,588.5,0,3.785,0.014,3.8
5,7,10,5,0,0.0075,597,0,3.574,0.011,3.586
5,7,100,5,0,0.0062,585.2,0,3.57,0.011,3.586
5,7,1000,5,0,0.0071,583.6,0,2.826,0.03,2.86
5,7,10000,5,0,0.0071,580.4,0,2.071,0.016,2.087
5,8,1,1,0.016,0.0398,158.9,-99.9314,2.189,0.003,2.198
5,8,10,1,0.0126,0.0458,140.8,-772.2656,6.669,0.008,6.675
5,8,100,1,0.0103,0.0526,132.1,-6864.7454,33.414,0.01,33.434
5,8,1000,1,0.0089,0.0546,128.3,-62994.1464,64.099,0.014,64.131
5,8,10000,1,0.0342,0.0558,393.6,-593497.8375,224.248,0.011,224.266
5,8,1,2,0,0.0133,315,-0.0295,1.907,0.007,1.919
5,8,10,2,0,0.0152,313.6,-0.0314,1.91,0.004,1.914
5,8,100,2,0,0.0134,316,-0.0311,1.909,0.013,1.924
5,8,1000,2,0,0.0145,316.5,-0.0315,1.899,0.008,1.904
5,8,10000,2,0,0.0154,316.2,-0.0322,1.902,0.002,1.902
5,8,1,3,0,0.0118,500.3,-3e-04,2.693,0.017,2.712
5,8,10,3,0,0.0128,509.4,-3e-04,2.739,0.006,2.748
5,8,100,3,0,0.0128,499.9,-3e-04,2.688,0.003,2.692
5,8,1000,3,0,0.013,506.3,-3e-04,2.705,0.011,2.715
5,8,10000,3,0,0.0116,497.1,-3e-04,2.728,0.024,2.753
5,8,1,4,0,0.0194,752.9,0,3.838,0.014,3.858
5,8,10,4,0,0.0181,761.7,0,3.935,0.006,3.943
5,8,100,4,0,0.018,760.2,0,3.948,0.026,3.978
5,8,1000,4,0,0.017,761.4,0,3.939,0.031,3.976
5,8,10000,4,0,0.0176,754.5,0,3.952,0.034,4.002
5,8,1,5,0,0.0168,841.3,0,4.347,0.008,4.354
5,8,10,5,0,0.0161,836.5,0,4.123,0.011,4.133
5,8,100,5,0,0.0158,845.9,0,4.078,0.025,4.104
5,8,1000,5,0,0.0177,845.2,0,4.11,0.02,4.132
5,8,10000,5,0,0.0159,853.8,0,3.691,0.034,3.728
5,9,1,1,0.001,0.0176,67,-14.1623,1.193,0.007,1.203
5,9,10,1,0,0.0178,63,-21.1145,1.194,0.001,1.197
5,9,100,1,0,0.019,62.4,-15.2643,1.17,0.008,1.181
5,9,1000,1,0,0.0184,64.6,-22.2228,1.207,0.003,1.21
5,9,10000,1,0,0.0172,61.7,-17.1547,1.19,0.005,1.192
5,9,1,2,0,0.0084,214.2,-0.0157,1.79,0,1.79
5,9,10,2,0,0.0078,221,-0.0158,1.779,0,1.781
5,9,100,2,0,0.0082,217.7,-0.0158,1.767,0.016,1.781
5,9,1000,2,0,0.0087,219.7,-0.016,1.91,0.025,1.937
5,9,10000,2,0,0.0098,220.2,-0.0167,1.91,0.003,1.918
5,9,1,3,0,0.0061,331.9,-2e-04,2.573,0.011,2.582
5,9,10,3,0,0.0075,330.4,-2e-04,2.594,0.008,2.602
5,9,100,3,0,0.007,331.7,-2e-04,2.592,0.005,2.6
5,9,1000,3,0,0.0064,337.2,-2e-04,2.632,0,2.633
5,9,10000,3,0,0.0073,338,-2e-04,2.637,0.008,2.644
5,9,1,4,0,0.0102,561.1,0,3.923,0.016,3.948
5,9,10,4,0,0.0106,564.9,0,4.005,0.002,4.016
5,9,100,4,0,0.009,563,0,3.964,0.032,4.005
5,9,1000,4,0,0.0104,563.9,0,3.944,0.009,3.949
5,9,10000,4,0,0.0104,562.4,0,3.852,0.07,3.928
5,9,1,5,0,0.0111,638.1,0,4.145,0.013,4.162
5,9,10,5,0,0.0089,629.5,0,3.838,0.005,3.846
5,9,100,5,0,0.0093,638,0,3.847,0.011,3.87
5,9,1000,5,0,0.0106,643.1,0,3.104,0.025,3.133
5,9,10000,5,0,0.0104,641,0,2.199,0.002,2.203
6,7,1,1,0,0.001,31.9,-0.3177,0.729,0,0.725
6,7,10,1,0,0.0013,32.5,-0.3171,0.734,0.003,0.734
6,7,100,1,0,0.0012,30.4,-0.2888,0.709,0.011,0.717
6,7,1000,1,0,0.0012,31,-0.3087,0.728,0.006,0.736
6,7,10000,1,0,0.0011,30.6,-0.3124,0.728,0.003,0.732
6,7,1,2,0,6e-04,178.4,-0.0056,1.546,0,1.549
6,7,10,2,0,9e-04,175.9,-0.0059,1.549,0,1.556
6,7,100,2,0,0.001,172.2,-0.0057,1.545,0.005,1.553
6,7,1000,2,0,0.001,171.2,-0.006,1.624,0.012,1.637
6,7,10000,2,0,8e-04,178,-0.0058,1.632,0,1.634
6,7,1,3,0,4e-04,204.7,-1e-04,1.722,0.001,1.723
6,7,10,3,0,4e-04,199.4,-1e-04,1.738,0.009,1.748
6,7,100,3,0,6e-04,204.1,-1e-04,1.742,0.002,1.75
6,7,1000,3,0,5e-04,208.5,-1e-04,1.775,0.003,1.777
6,7,10000,3,0,5e-04,208.8,-1e-04,1.773,0,1.778
6,7,1,4,0,0.0027,392.8,0,2.879,0.008,2.891
6,7,10,4,0,0.0028,397.3,0,2.969,0.006,2.972
6,7,100,4,0,0.0025,399.6,0,2.919,0,2.926
6,7,1000,4,0,0.0029,396.1,0,2.916,0.005,2.923
6,7,10000,4,0,0.0023,397.8,0,2.927,0.004,2.931
6,7,1,5,0,0.001,387.3,0,2.842,0.004,2.847
6,7,10,5,0,8e-04,396,0,2.505,0,2.507
6,7,100,5,0,5e-04,392.2,0,2.484,0.008,2.496
6,7,1000,5,0,8e-04,391.4,0,1.83,0.005,1.838
6,7,10000,5,0,0.001,394.7,0,1.247,0.001,1.247
6,8,1,1,2e-04,0.0129,56.3,-8.083,1.076,0,1.076
6,8,10,1,0,0.0132,58.2,-8.8947,1.124,0.002,1.123
6,8,100,1,0,0.0132,58.2,-8.0585,1.096,0.005,1.103
6,8,1000,1,0,0.0122,55.8,-6.6943,1.064,0.005,1.069
6,8,10000,1,0,0.0128,59.3,-8.7783,1.128,0.003,1.131
6,8,1,2,0,0.0054,195.1,-0.0126,1.642,0,1.643
6,8,10,2,0,0.0065,197.4,-0.0126,1.646,0,1.654
6,8,100,2,0,0.0074,196.3,-0.0131,1.639,0.003,1.642
6,8,1000,2,0,0.0052,197,-0.0126,1.764,0.009,1.774
6,8,10000,2,0,0.006,200.3,-0.013,1.78,0,1.78
6,8,1,3,0,0.0046,298.3,-1e-04,2.36,0.005,2.364
6,8,10,3,0,0.0045,296.3,-1e-04,2.395,0.001,2.399
6,8,100,3,0,0.0044,296,-1e-04,2.397,0.002,2.399
6,8,1000,3,0,0.005,304.1,-1e-04,2.429,0,2.429
6,8,10000,3,0,0.0053,299.4,-1e-04,2.419,0,2.423
6,8,1,4,0,0.0099,518.7,0,3.719,0.005,3.721
6,8,10,4,0,0.0106,521.1,0,3.756,0.021,3.776
6,8,100,4,0,0.0097,516.9,0,3.737,0.009,3.748
6,8,1000,4,0,0.0095,521.3,0,3.674,0.02,3.698
6,8,10000,4,0,0.0096,519.7,0,3.665,0.006,3.671
6,8,1,5,0,0.0129,568.7,0,3.83,0.003,3.837
6,8,10,5,0,0.0133,573.9,0,3.549,0,3.554
6,8,100,5,0,0.0131,567.8,0,3.521,0.002,3.524
6,8,1000,5,0,0.0122,574.3,0,2.777,0.003,2.779
6,8,10000,5,0,0.0132,571.9,0,1.909,0.002,1.912
6,9,1,1,0,0.0037,33.1,-0.6396,0.774,0,0.771
6,9,10,1,0,0.0033,34.3,-0.5987,0.768,0,0.772
6,9,100,1,0,0.0022,33.2,-0.4571,0.755,0.006,0.759
6,9,1000,1,0,0.0039,31.9,-0.6271,0.764,0,0.765
6,9,10000,1,0,0.0022,33.8,-0.466,0.762,0,0.76
6,9,1,2,0,0.001,182.2,-0.0065,1.585,0.002,1.587
6,9,10,2,0,0.0012,180,-0.0067,1.566,0.001,1.567
6,9,100,2,0,0.0013,181.2,-0.0067,1.586,0.003,1.589
6,9,1000,2,0,0.0015,180,-0.0068,1.713,0,1.713
6,9,10000,2,0,0.0012,182.9,-0.0067,1.68,0.001,1.683
6,9,1,3,0,0.0012,217.5,-1e-04,1.779,0.005,1.791
6,9,10,3,0,0.0012,214.2,-1e-04,1.774,0.002,1.779
6,9,100,3,0,0.0012,215.2,-1e-04,1.779,0.001,1.783
6,9,1000,3,0,0.0011,217.6,-1e-04,1.797,0,1.801
6,9,10000,3,0,0.0015,213.6,-1e-04,1.836,0.005,1.841
6,9,1,4,0,0.0024,436.1,0,3.188,0.001,3.193
6,9,10,4,0,0.0024,432.8,0,3.226,0.01,3.234
6,9,100,4,0,0.0029,427.2,0,3.183,0.001,3.186
6,9,1000,4,0,0.0027,432.9,0,3.213,0.005,3.224
6,9,10000,4,0,0.0021,431.7,0,3.208,0.006,3.216
6,9,1,5,0,0.0025,409.3,0,3.024,0.003,3.031
6,9,10,5,0,0.0019,413,0,2.71,0.008,2.721
6,9,100,5,0,0.0031,410,0,2.654,0.009,2.665
6,9,1000,5,0,0.0023,410.2,0,1.834,0,1.836
6,9,10000,5,0,0.0018,413.9,0,1.3,0,1.303
7,8,1,1,0.0013,0.0166,66.4,-14.4937,1.267,0,1.267
7,8,10,1,0,0.0176,65.3,-20.4911,1.267,0.002,1.268
7,8,100,1,0,0.0169,66.3,-21.9342,1.301,0.006,1.308
7,8,1000,1,0,0.0168,64.6,-21.2196,1.271,0.001,1.275
7,8,10000,1,0,0.0166,63.4,-13.2711,1.204,0,1.204
7,8,1,2,0,0.0065,219.6,-0.0147,1.774,0.01,1.782
7,8,10,2,0,0.0065,223.2,-0.0146,1.821,0.002,1.821
7,8,100,2,0,0.0063,219.5,-0.0142,1.782,0,1.782
7,8,1000,2,0,0.0065,221.7,-0.0148,1.93,0.002,1.933
7,8,10000,2,0,0.0061,225.1,-0.0153,1.927,0.001,1.932
7,8,1,3,0,0.0047,335.5,-1e-04,2.647,0.006,2.653
7,8,10,3,0,0.0039,330.7,-1e-04,2.599,0.002,2.602
7,8,100,3,0,0.0039,331.2,-1e-04,2.578,0.014,2.596
7,8,1000,3,0,0.0041,340.2,-1e-04,2.618,0.001,2.629
7,8,10000,3,0,0.0046,330.4,-1e-04,2.587,0,2.59
7,8,1,4,0,0.0108,564.2,0,3.917,0.004,3.923
7,8,10,4,0,0.0106,563.5,0,3.942,0.001,3.95
7,8,100,4,0,0.0119,562.7,0,3.912,0,3.915
7,8,1000,4,0,0.0113,562.7,0,3.863,0.006,3.872
7,8,10000,4,0,0.0118,560.7,0,3.828,0.005,3.835
7,8,1,5,0,0.0131,613.3,0,4.019,0.014,4.035
7,8,10,5,0,0.0145,616.9,0,3.827,0.018,3.848
7,8,100,5,0,0.0145,621.4,0,3.807,0.01,3.818
7,8,1000,5,0,0.0129,612.9,0,2.988,0.008,2.999
7,8,10000,5,0,0.0135,612.3,0,2.098,0.004,2.102
7,9,1,1,0.0238,0.045,198.7,-143.801,2.614,0.002,2.622
7,9,10,1,0.0188,0.0498,175.8,-1191.9436,10.124,0.007,10.138
7,9,100,1,0.018,0.0551,170.6,-11162.4978,48.208,0.003,48.221
7,9,1000,1,0.0194,0.0588,176.2,-117135.8648,125.222,0.003,125.238
7,9,10000,1,0.0503,0.0638,616,-779940.2369,395.295,0.007,395.32
7,9,1,2,0,0.0182,252.5,-0.039,1.661,0.001,1.666
7,9,10,2,0,0.0172,248.6,-0.0387,1.629,0,1.632
7,9,100,2,0,0.017,248,-0.0384,1.65,0.002,1.649
7,9,1000,2,0,0.0177,251.2,-0.0371,1.593,0.005,1.601
7,9,10000,2,0,0.0176,252.6,-0.0404,1.636,0.001,1.643
7,9,1,3,0,0.0168,407.9,-3e-04,2.303,0.004,2.307
7,9,10,3,0,0.0178,399.8,-3e-04,2.28,0.012,2.302
7,9,100,3,0,0.017,403,-3e-04,2.282,0.011,2.299
7,9,1000,3,0,0.0174,391.9,-3e-04,2.248,0,2.273
7,9,10000,3,0,0.0168,389.9,-3e-04,2.204,0,2.206
7,9,1,4,0,0.0176,527.6,0,2.793,0.014,2.825
7,9,10,4,0,0.0194,525.8,0,2.769,0.005,2.779
7,9,100,4,0,0.0177,529.2,0,2.808,0.006,2.831
7,9,1000,4,0,0.018,524,0,2.764,0,2.767
7,9,10000,4,0,0.0187,516.1,0,2.772,0.016,2.799
7,9,1,5,0,0.0222,626.2,0,3.232,0.012,3.247
7,9,10,5,0,0.0215,620.7,0,3.224,0.011,3.244
7,9,100,5,0,0.0218,610.7,0,3.086,0.003,3.093
7,9,1000,5,0,0.0226,623.3,0,2.814,0.001,2.816
7,9,10000,5,0,0.0236,624.5,0,2.537,0.016,2.557
8,9,1,1,0.0084,0.0296,115,-60.3491,1.639,0.003,1.641
8,9,10,1,0.0021,0.0344,90,-223.3209,1.868,0.003,1.869
8,9,100,1,6e-04,0.0374,92.2,-1184.3135,3.936,0.002,3.941
8,9,1000,1,6e-04,0.0406,94.2,-10899.3078,10.448,0.002,10.446
8,9,10000,1,0,0.0386,89.6,-3285.3794,5.428,0.005,5.433
8,9,1,2,0,0.0116,260.8,-0.0235,1.677,0,1.678
8,9,10,2,0,0.0118,263.3,-0.0237,1.691,0,1.691
8,9,100,2,0,0.0111,263,-0.0241,1.674,0.002,1.678
8,9,1000,2,0,0.0124,262.8,-0.0246,1.774,0.001,1.774
8,9,10000,2,0,0.0114,263.5,-0.0234,1.785,0.003,1.787
8,9,1,3,0,0.0114,392,-2e-04,2.414,0.022,2.431
8,9,10,3,0,0.0106,400.6,-2e-04,2.415,0.002,2.417
8,9,100,3,0,0.0102,396.9,-2e-04,2.421,0,2.422
8,9,1000,3,0,0.0108,396.1,-2e-04,2.576,0.002,2.575
8,9,10000,3,0,0.0094,397.4,-2e-04,2.575,0,2.574
8,9,1,4,0,0.017,626.8,0,3.89,0.008,3.896
8,9,10,4,0,0.0172,636.6,0,3.968,0.011,3.98
8,9,100,4,0,0.0161,628.9,0,3.923,0.025,3.95
8,9,1000,4,0,0.0165,628,0,3.934,0.009,3.947
8,9,10000,4,0,0.0163,636.5,0,3.86,0.013,3.871
8,9,1,5,0,0.0185,699.5,0,3.869,0.009,3.875
8,9,10,5,0,0.0174,696.9,0,3.817,0.003,3.818
8,9,100,5,0,0.017,695.3,0,3.03,0.006,3.037
8,9,1000,5,0,0.0185,696.9,0,2.867,0.018,2.884
8,9,10000,5,0,0.0182,694.1,0,2.852,0.001,2.854
