"A","B","C","sigma","error","cross","SVs","obj.fun","t.user","t.sys","t.elapsed"
6,7,1000,0.001,0.0028,0.0046,27,-18446.742,0.227,0,0.227
6,7,10000,0.001,0.0017,0.0054,23.1,-128868.9569,0.26,0,0.264
6,7,1,1e-04,0.0065,0.0071,1456.7,-937.2968,2.223,0.079,2.305
6,7,10,1e-04,0.0051,0.0051,396.9,-2544.4436,0.648,0.011,0.66
6,7,100,1e-04,0.0038,0.0042,115.3,-7726.1939,0.3,0,0.302
6,7,1000,1e-04,0.0042,0.0048,48.1,-34588.8576,0.217,0,0.216
6,7,10000,1e-04,0.0036,0.0049,27.2,-199399.9846,0.207,0,0.208
6,8,1,1,0.0066,0.029,734.9,-183.3773,1.496,0.067,1.564
6,8,10,1,3e-04,0.029,690.9,-245.2146,1.34,0.06,1.423
6,8,100,1,0,0.0316,668.3,-260.7354,1.298,0.037,1.358
6,8,1000,1,0,0.0306,678,-251.1478,1.351,0.069,1.433
6,8,10000,1,0,0.029,681.6,-241.4859,1.345,0.043,1.39
6,8,1,0.1,0.0184,0.022,204,-145.3156,0.454,0.003,0.462
6,8,10,0.1,0.0153,0.0266,154.2,-953.5761,0.459,0.006,0.467
6,8,100,0.1,0.0058,0.0269,125.3,-4170.7829,0.493,0,0.49
6,8,1000,0.1,0.0015,0.0371,128.4,-17354.8439,0.657,0.002,0.665
6,8,10000,0.1,0,0.04,130.3,-27800.9692,0.807,0.002,0.823
6,8,1,0.01,0.0243,0.0262,324.5,-243.0782,0.683,0.031,0.72
6,8,10,0.01,0.0235,0.0257,166.9,-1381.4721,0.433,0,0.433
6,8,100,0.01,0.0212,0.0266,132.9,-11145.3841,0.46,0.001,0.468
6,8,1000,0.01,0.017,0.026,119.9,-89559.6787,0.644,0,0.655
6,8,10000,0.01,0.0117,0.028,110.1,-642554.2218,1.555,0.003,1.563
6,8,1,0.001,0.0276,0.0292,810.6,-565.4374,1.475,0.062,1.538
6,8,10,0.001,0.0239,0.0244,309.2,-2333.0408,0.644,0.02,0.673
6,8,100,0.001,0.0244,0.0258,166.3,-14198.4436,0.435,0.005,0.442
6,8,1000,0.001,0.0232,0.0262,134.3,-121870.5796,0.47,0.002,0.477
6,8,10000,0.001,0.0192,0.0245,118.2,-1020361.6087,0.681,0,0.686
6,8,1,1e-04,0.0516,0.0814,1950.7,-1463.5723,2.854,0.117,2.973
6,8,10,1e-04,0.0276,0.0296,806.3,-5630.2359,1.364,0.05,1.414
6,8,100,1e-04,0.025,0.0252,314.6,-23613.8232,0.642,0.014,0.66
6,8,1000,1e-04,0.0238,0.0248,160.4,-137966.5939,0.44,0.003,0.443
6,8,10000,1e-04,0.023,0.025,128,-1187404.1151,0.437,0,0.444
6,9,1,1,1e-04,0.0044,659.9,-111.1032,1.325,0.066,1.392
6,9,10,1,0,0.0044,647.4,-112.4624,1.24,0.051,1.299
6,9,100,1,0,0.0046,649.6,-109.8241,1.254,0.032,1.296
6,9,1000,1,0,0.0046,658.6,-112.0456,1.26,0.055,1.325
6,9,10000,1,0,0.0056,647.4,-111.1196,1.244,0.056,1.309
6,9,1,0.1,0.0024,0.0034,75.1,-39.748,0.241,0,0.249
6,9,10,0.1,4e-04,0.0043,43.5,-117.0374,0.213,0,0.206
6,9,100,0.1,0,0.0053,36.5,-200.4671,0.211,0,0.211
6,9,1000,0.1,0,0.0056,35.9,-196.8136,0.205,0,0.212
6,9,10000,0.1,0,0.0055,37,-201.1925,0.217,0,0.217
6,9,1,0.01,0.0037,0.004,136.6,-90.1378,0.36,0,0.369
6,9,10,0.01,0.0037,0.0042,52,-332.4609,0.227,0,0.229
6,9,100,0.01,0.0015,0.0038,28.7,-1489.4558,0.215,0,0.216
6,9,1000,0.01,8e-04,0.0067,25.3,-7895.2512,0.263,0,0.264
6,9,10000,0.01,1e-04,0.0071,22.2,-15487.7545,0.269,0,0.272
6,9,1,0.001,0.0043,0.0044,443.9,-284.5301,0.883,0.017,0.909
6,9,10,0.001,0.0038,0.0043,130.4,-861.4997,0.35,0,0.357
6,9,100,0.001,0.003,0.0041,49.6,-3364.0697,0.229,0,0.234
6,9,1000,0.001,0.0025,0.0044,25.5,-17060.1687,0.218,0,0.217
6,9,10000,0.001,0.0017,0.0047,18.9,-97792.5387,0.254,0,0.257
6,9,1,1e-04,0.0045,0.0048,1550.8,-1007.0475,2.306,0.098,2.404
6,9,10,1e-04,0.0037,0.0038,441.2,-2819.5135,0.692,0.042,0.737
6,9,100,1e-04,0.0041,0.0043,128.7,-8602.0304,0.318,0.001,0.324
6,9,1000,1e-04,0.0032,0.0038,47.5,-32429.0948,0.218,0,0.223
6,9,10000,1e-04,0.0029,0.0044,25,-172180.3233,0.212,0,0.213
7,8,1,1,0.0115,0.0444,809.8,-242.7824,1.549,0.067,1.633
7,8,10,1,3e-04,0.0495,746.6,-358.1814,1.479,0.068,1.554
7,8,100,1,0,0.051,721.4,-362.077,1.437,0.059,1.515
7,8,1000,1,0,0.0488,744.1,-366.2209,1.488,0.055,1.554
7,8,10000,1,0,0.0481,748,-357.3947,1.497,0.059,1.569
7,8,1,0.1,0.0354,0.042,322.7,-247.9427,0.648,0.005,0.658
7,8,10,0.1,0.0242,0.0397,238.2,-1617.7507,0.611,0.006,0.625
7,8,100,0.1,0.0134,0.0466,218.5,-9924.6901,0.798,0.011,0.819
7,8,1000,0.1,0.0051,0.062,221.2,-46836.5031,1.579,0.005,1.6
7,8,10000,0.1,1e-04,0.067,206.6,-71780.1245,1.906,0.003,1.919
7,8,1,0.01,0.0472,0.0486,487.5,-388.7741,0.988,0.041,1.031
7,8,10,0.01,0.044,0.0468,310.9,-2710.398,0.694,0.014,0.715
7,8,100,0.01,0.0384,0.0442,247.8,-21506.6465,0.683,0.005,0.695
7,8,1000,0.01,0.029,0.0402,206.9,-165223.5207,1.066,0.006,1.072
7,8,10000,0.01,0.0236,0.0458,201.9,-1386929.5444,3.286,0,3.302
7,8,1,0.001,0.0598,0.0625,996.7,-747.9389,1.958,0.085,2.054
7,8,10,0.001,0.0511,0.0532,483.1,-3959.2164,0.948,0.05,1.012
7,8,100,0.001,0.048,0.0499,315.3,-28552.5846,0.726,0.003,0.734
7,8,1000,0.001,0.0398,0.0424,257,-233472.1355,0.703,0.013,0.725
7,8,10000,0.001,0.0382,0.0442,237.9,-2099238.1035,1.259,0.009,1.284
7,8,1,1e-04,0.1024,0.1208,1908.2,-1528.2357,2.925,0.094,3.02
7,8,10,1e-04,0.0602,0.0626,997.6,-7497.7033,1.775,0.065,1.839
7,8,100,1e-04,0.053,0.0544,483.1,-39638.561,0.913,0.036,0.96
7,8,1000,1e-04,0.051,0.053,320.8,-297681.9391,0.724,0.023,0.751
7,8,10000,1e-04,0.0467,0.049,276.5,-2640922.8339,0.752,0.011,0.77
7,9,1,1,0.0874,0.1787,1171.9,-662.9595,2.235,0.1,2.344
7,9,10,1,0.0177,0.2061,1044.5,-2302.1651,2.479,0.095,2.589
7,9,100,1,3e-04,0.2261,955.4,-3819.3905,2.702,0.078,2.824
7,9,1000,1,0,0.2272,957.4,-4023.1101,2.724,0.092,2.856
7,9,10000,1,0,0.2168,944.3,-3763.7835,2.641,0.089,2.737
7,9,1,0.1,0.16,0.1738,949.7,-855.1027,1.857,0.042,1.924
7,9,10,0.1,0.1375,0.1669,835.6,-7149.7855,1.81,0.058,1.896
7,9,100,0.1,0.1043,0.1691,734.7,-55438.6185,2.795,0.068,2.905
7,9,1000,0.1,0.0767,0.1879,711.5,-431563.1699,9.967,0.037,10.051
7,9,10000,0.1,0.0414,0.207,663.8,-2651511.8164,37.844,0.039,37.897
7,9,1,0.01,0.2013,0.2054,1166.1,-1083.4687,2.288,0.099,2.391
7,9,10,0.01,0.1829,0.1902,1018.6,-9597.9475,2.057,0.082,2.138
7,9,100,0.01,0.1632,0.1728,901.3,-84289.7443,2.034,0.081,2.117
7,9,1000,0.01,0.1484,0.1668,824.7,-759737.6741,3.48,0.047,3.544
7,9,10000,0.01,0.1387,0.1724,795.2,-7055022.118,12.358,0.041,12.436
7,9,1,0.001,0.2284,0.2316,1580.5,-1393.9372,3.076,0.126,3.226
7,9,10,0.001,0.2149,0.2186,1185.7,-11245.4041,2.365,0.085,2.452
7,9,100,0.001,0.199,0.2037,1064.7,-102744.32,2.179,0.086,2.261
7,9,1000,0.001,0.1794,0.1876,997.5,-944771.1293,2.284,0.073,2.36
7,9,10000,0.001,0.1674,0.1776,912.2,-8648199.2523,3.996,0.09,4.107
7,9,1,1e-04,0.2758,0.5059,1999.8,-1865.3017,3.654,0.195,3.874
7,9,10,1e-04,0.2214,0.226,1564.3,-13743.3524,3.037,0.162,3.199
7,9,100,1e-04,0.2124,0.2151,1168.9,-110923.1721,2.327,0.143,2.474
7,9,1000,1e-04,0.2106,0.2143,1079.4,-1062775.0534,2.226,0.108,2.333
7,9,10000,1e-04,0.2013,0.2058,1063.2,-10337975.8794,2.105,0.067,2.175
8,9,1,1,0.0228,0.0628,855.2,-306.4588,1.643,0.052,1.714
8,9,10,1,0.0016,0.0797,764,-631.472,1.565,0.058,1.638
8,9,100,1,0,0.0804,734.6,-719.283,1.492,0.06,1.578
8,9,1000,1,0,0.077,747.8,-665.2239,1.561,0.05,1.626
8,9,10000,1,0,0.0803,730.8,-712.7376,1.54,0.054,1.623
8,9,1,0.1,0.0586,0.0671,435.2,-357.9505,0.859,0.008,0.87
8,9,10,0.1,0.0418,0.06,331.5,-2487.4772,0.759,0.014,0.779
8,9,100,0.1,0.033,0.0688,315.5,-18813.6646,1.13,0.019,1.175
8,9,1000,0.1,0.0148,0.0826,306.7,-104838.0044,2.774,0.008,2.813
8,9,10000,0.1,0.0037,0.099,282.5,-388991.675,5.948,0.005,5.971
8,9,1,0.01,0.0704,0.0729,590.2,-494.472,1.245,0.041,1.286
8,9,10,0.01,0.068,0.0719,418.1,-3787.453,0.874,0.018,0.9
8,9,100,0.01,0.0562,0.0645,350.8,-31245.3125,0.88,0.002,0.888
8,9,1000,0.01,0.0542,0.0667,329.1,-283892.016,1.445,0.015,1.468
8,9,10000,0.01,0.0437,0.0666,304.8,-2404234.4706,4.944,0.013,4.966
8,9,1,0.001,0.0894,0.0927,1117.3,-865.4345,2.175,0.109,2.29
8,9,10,0.001,0.0722,0.0745,585.4,-4958.584,1.18,0.047,1.229
8,9,100,0.001,0.07,0.0721,418.8,-39177.9011,0.896,0.022,0.924
8,9,1000,0.001,0.0657,0.0691,374.1,-352859.7481,0.923,0.005,0.927
8,9,10000,0.001,0.0614,0.0696,354.8,-3267278.6385,1.609,0.008,1.618
8,9,1,1e-04,0.1322,0.2851,1996.9,-1648.891,3.228,0.134,3.365
8,9,10,1e-04,0.0896,0.0932,1105.2,-8563.8741,2.035,0.08,2.114
8,9,100,1e-04,0.072,0.074,584.8,-49550.8283,1.176,0.029,1.211
8,9,1000,1e-04,0.0715,0.0742,418.4,-395310.7837,0.936,0.02,0.958
8,9,10000,1e-04,0.0714,0.074,392.1,-3808673.191,0.992,0.024,1.016
